,NumberOfQuizzesTaken,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Programming,NumberOfVideosWatched,DeviceType,CourseCategory_Science,CourseCategory_Health,target
2598,3,1.0,0.0,0.0,18,1,0.0,0.0,1
2599,4,0.0,0.0,1.0,8,1,0.0,0.0,1
2600,7,0.0,1.0,0.0,1,1,0.0,0.0,1
2601,5,0.0,1.0,0.0,17,1,0.0,0.0,0
2602,4,0.0,1.0,0.0,17,0,0.0,0.0,1
2603,7,0.0,0.0,1.0,17,0,0.0,0.0,1
2604,0,1.0,0.0,0.0,17,1,0.0,0.0,0
2605,3,1.0,0.0,0.0,19,0,0.0,0.0,0
2606,7,0.0,1.0,0.0,12,1,0.0,0.0,0
2607,0,1.0,0.0,0.0,17,0,0.0,0.0,0
2608,10,0.0,0.0,0.0,5,0,1.0,0.0,0
2610,1,0.0,0.0,0.0,8,1,0.0,1.0,0
2611,3,0.0,1.0,0.0,20,0,0.0,0.0,0
2612,10,0.0,0.0,0.0,16,1,0.0,1.0,1
2613,9,0.0,1.0,0.0,11,0,0.0,0.0,0
2614,3,1.0,0.0,0.0,3,1,0.0,0.0,0
2615,8,0.0,1.0,0.0,8,1,0.0,0.0,1
2616,7,0.0,1.0,0.0,1,0,0.0,0.0,0
2617,8,0.0,1.0,0.0,0,0,0.0,0.0,0
2618,6,0.0,1.0,0.0,18,0,0.0,0.0,1
2619,8,0.0,0.0,1.0,15,1,0.0,0.0,1
2620,2,0.0,0.0,0.0,10,0,0.0,1.0,0
2621,7,1.0,0.0,0.0,1,1,0.0,0.0,0
2622,7,1.0,0.0,0.0,4,1,0.0,0.0,1
2623,1,0.0,0.0,0.0,11,1,1.0,0.0,0
2624,5,0.0,0.0,1.0,8,0,0.0,0.0,1
2625,5,1.0,0.0,0.0,3,1,0.0,0.0,0
2626,0,0.0,0.0,0.0,7,0,0.0,1.0,0
2627,5,0.0,1.0,0.0,7,1,0.0,0.0,1
2628,1,0.0,0.0,0.0,16,0,0.0,1.0,0
2630,3,0.0,0.0,0.0,3,1,0.0,1.0,0
2631,7,0.0,0.0,1.0,2,1,0.0,0.0,0
2632,8,0.0,0.0,1.0,12,1,0.0,0.0,0
2633,0,0.0,0.0,0.0,16,0,1.0,0.0,0
2634,9,0.0,0.0,0.0,0,1,0.0,1.0,1
2635,2,1.0,0.0,0.0,12,1,0.0,0.0,0
2636,0,1.0,0.0,0.0,14,0,0.0,0.0,0
2637,8,0.0,0.0,0.0,20,0,0.0,1.0,0
2638,10,0.0,0.0,0.0,5,1,1.0,0.0,0
2640,8,0.0,0.0,1.0,6,0,0.0,0.0,0
2642,7,0.0,1.0,0.0,9,0,0.0,0.0,1
2643,0,1.0,0.0,0.0,13,0,0.0,0.0,1
2644,6,0.0,1.0,0.0,8,0,0.0,0.0,0
2645,3,1.0,0.0,0.0,3,0,0.0,0.0,0
2646,6,1.0,0.0,0.0,8,1,0.0,0.0,1
2647,8,0.0,0.0,1.0,19,0,0.0,0.0,1
2648,8,0.0,0.0,0.0,0,0,1.0,0.0,0
2649,7,0.0,0.0,0.0,13,0,0.0,1.0,1
2650,5,0.0,0.0,0.0,3,1,1.0,0.0,0
2652,4,1.0,0.0,0.0,9,1,0.0,0.0,1
2653,10,0.0,0.0,0.0,16,1,0.0,1.0,0
2654,8,0.0,1.0,0.0,18,0,0.0,0.0,0
2655,3,0.0,0.0,0.0,18,1,0.0,1.0,0
2656,1,1.0,0.0,0.0,20,1,0.0,0.0,0
2657,7,0.0,0.0,1.0,12,1,0.0,0.0,1
2658,5,1.0,0.0,0.0,9,1,0.0,0.0,1
2659,7,1.0,0.0,0.0,7,0,0.0,0.0,0
2660,2,1.0,0.0,0.0,2,1,0.0,0.0,0
2661,6,1.0,0.0,0.0,8,1,0.0,0.0,1
2662,8,1.0,0.0,0.0,3,1,0.0,0.0,0
2663,4,0.0,0.0,0.0,14,1,0.0,1.0,0
2665,5,0.0,1.0,0.0,19,1,0.0,0.0,0
2666,1,0.0,1.0,0.0,10,1,0.0,0.0,0
2667,7,0.0,0.0,0.0,2,0,1.0,0.0,1
2668,4,0.0,0.0,0.0,6,0,0.0,1.0,0
2669,8,0.0,0.0,1.0,8,0,0.0,0.0,1
2670,3,0.0,1.0,0.0,11,0,0.0,0.0,1
2671,5,0.0,0.0,0.0,1,1,1.0,0.0,0
2672,10,0.0,0.0,0.0,15,1,0.0,1.0,0
2673,3,1.0,0.0,0.0,16,0,0.0,0.0,0
2674,2,1.0,0.0,0.0,16,1,0.0,0.0,0
2676,7,0.0,0.0,0.0,13,0,1.0,0.0,1
2677,4,0.0,0.0,1.0,1,1,0.0,0.0,0
2678,7,0.0,0.0,1.0,12,1,0.0,0.0,0
2679,2,1.0,0.0,0.0,12,0,0.0,0.0,0
2680,5,1.0,0.0,0.0,17,0,0.0,0.0,0
2681,10,0.0,0.0,0.0,19,1,1.0,0.0,1
2682,9,0.0,0.0,0.0,9,0,0.0,1.0,1
2683,8,0.0,0.0,0.0,14,1,0.0,1.0,1
2684,1,0.0,1.0,0.0,0,0,0.0,0.0,0
2685,3,0.0,0.0,0.0,2,0,1.0,0.0,0
2686,7,1.0,0.0,0.0,16,1,0.0,0.0,1
2687,8,0.0,0.0,0.0,2,0,1.0,0.0,1
2688,5,0.0,0.0,0.0,6,1,0.0,1.0,1
2689,0,0.0,1.0,0.0,19,1,0.0,0.0,0
2690,10,0.0,0.0,1.0,0,0,0.0,0.0,0
2691,1,0.0,0.0,1.0,12,1,0.0,0.0,1
2693,4,0.0,0.0,0.0,3,1,1.0,0.0,0
2694,1,0.0,0.0,0.0,14,0,1.0,0.0,0
2695,0,0.0,0.0,0.0,10,1,0.0,1.0,0
2696,8,0.0,0.0,0.0,8,0,1.0,0.0,1
2697,9,0.0,0.0,1.0,10,1,0.0,0.0,0
2698,4,0.0,0.0,0.0,9,0,0.0,1.0,1
2699,2,1.0,0.0,0.0,8,1,0.0,0.0,0
2700,1,0.0,0.0,1.0,11,1,0.0,0.0,0
2701,4,1.0,0.0,0.0,4,1,0.0,0.0,0
2702,8,0.0,0.0,0.0,20,0,0.0,1.0,1
2704,6,0.0,1.0,0.0,3,1,0.0,0.0,1
2705,5,0.0,0.0,1.0,3,0,0.0,0.0,0
2706,0,0.0,0.0,0.0,3,1,0.0,1.0,0
2707,9,0.0,0.0,0.0,0,1,1.0,0.0,0
2708,7,0.0,0.0,0.0,9,0,0.0,1.0,0
2709,8,0.0,0.0,0.0,13,1,0.0,1.0,0
2710,10,1.0,0.0,0.0,19,1,0.0,0.0,1
2711,7,0.0,0.0,1.0,8,0,0.0,0.0,1
2712,10,0.0,0.0,1.0,5,1,0.0,0.0,0
2713,3,0.0,0.0,0.0,17,1,1.0,0.0,0
2714,9,0.0,0.0,1.0,11,0,0.0,0.0,0
2715,5,1.0,0.0,0.0,2,1,0.0,0.0,0
2717,5,1.0,0.0,0.0,17,0,0.0,0.0,1
2718,6,0.0,0.0,0.0,15,0,1.0,0.0,0
2719,1,0.0,0.0,0.0,7,0,1.0,0.0,1
2720,9,1.0,0.0,0.0,9,1,0.0,0.0,1
2721,9,1.0,0.0,0.0,9,1,0.0,0.0,0
2722,4,0.0,0.0,0.0,0,0,1.0,0.0,0
2723,4,1.0,0.0,0.0,13,1,0.0,0.0,1
2724,7,1.0,0.0,0.0,19,0,0.0,0.0,1
2725,7,0.0,0.0,0.0,15,0,1.0,0.0,1
2726,6,0.0,0.0,0.0,16,0,0.0,1.0,0
2727,10,0.0,0.0,0.0,9,1,0.0,1.0,1
2728,7,0.0,1.0,0.0,11,1,0.0,0.0,1
2729,2,0.0,0.0,0.0,20,0,1.0,0.0,1
2731,5,0.0,0.0,1.0,6,0,0.0,0.0,1
2732,4,0.0,0.0,0.0,10,0,0.0,1.0,0
2733,1,1.0,0.0,0.0,0,0,0.0,0.0,0
2734,2,0.0,0.0,0.0,15,0,1.0,0.0,0
2735,5,0.0,0.0,0.0,3,1,0.0,1.0,0
2736,4,0.0,1.0,0.0,11,0,0.0,0.0,0
2737,9,0.0,0.0,0.0,7,0,0.0,1.0,1
2739,8,1.0,0.0,0.0,20,0,0.0,0.0,0
2740,2,1.0,0.0,0.0,20,0,0.0,0.0,0
2741,9,0.0,0.0,0.0,8,1,1.0,0.0,1
2744,6,0.0,0.0,0.0,11,1,1.0,0.0,1
2745,1,0.0,1.0,0.0,10,1,0.0,0.0,1
2746,5,0.0,1.0,0.0,17,0,0.0,0.0,1
2747,4,0.0,0.0,0.0,6,1,0.0,1.0,1
2748,10,0.0,0.0,0.0,16,0,1.0,0.0,1
2749,4,0.0,0.0,0.0,15,1,0.0,1.0,0
2750,2,1.0,0.0,0.0,14,1,0.0,0.0,1
2751,4,0.0,0.0,1.0,5,1,0.0,0.0,1
2753,3,1.0,0.0,0.0,20,0,0.0,0.0,0
2754,1,0.0,0.0,0.0,0,1,0.0,1.0,0
2755,8,0.0,0.0,1.0,4,1,0.0,0.0,0
2756,9,0.0,1.0,0.0,17,0,0.0,0.0,1
2758,7,0.0,0.0,0.0,1,1,1.0,0.0,0
2759,3,0.0,0.0,0.0,12,1,1.0,0.0,0
2760,5,0.0,0.0,1.0,10,0,0.0,0.0,1
2761,1,0.0,0.0,0.0,0,0,0.0,1.0,0
2762,5,0.0,0.0,1.0,16,0,0.0,0.0,1
2764,8,0.0,1.0,0.0,1,1,0.0,0.0,0
2765,7,0.0,1.0,0.0,9,0,0.0,0.0,1
2766,9,0.0,0.0,0.0,6,1,1.0,0.0,0
2767,10,0.0,0.0,1.0,7,0,0.0,0.0,0
2768,6,0.0,0.0,0.0,6,0,0.0,1.0,0
2769,7,0.0,1.0,0.0,17,1,0.0,0.0,1
2770,10,0.0,1.0,0.0,8,1,0.0,0.0,1
2771,8,1.0,0.0,0.0,11,0,0.0,0.0,0
2772,8,0.0,0.0,1.0,11,0,0.0,0.0,1
2773,8,0.0,0.0,0.0,18,0,0.0,1.0,0
2774,2,0.0,0.0,0.0,1,1,1.0,0.0,0
2776,4,0.0,0.0,0.0,13,0,0.0,1.0,1
2777,8,1.0,0.0,0.0,4,0,0.0,0.0,0
2778,7,1.0,0.0,0.0,2,0,0.0,0.0,0
2779,8,0.0,0.0,0.0,12,1,1.0,0.0,1
2780,7,0.0,0.0,1.0,20,0,0.0,0.0,1
2781,1,0.0,0.0,0.0,17,0,0.0,1.0,1
2782,3,0.0,0.0,0.0,8,1,0.0,1.0,0
2783,10,0.0,0.0,1.0,18,0,0.0,0.0,1
2784,6,1.0,0.0,0.0,7,1,0.0,0.0,1
2785,7,0.0,0.0,0.0,6,0,0.0,1.0,0
2786,6,0.0,0.0,0.0,14,0,1.0,0.0,1
2788,10,0.0,1.0,0.0,5,1,0.0,0.0,1
2789,3,1.0,0.0,0.0,5,0,0.0,0.0,0
2790,9,1.0,0.0,0.0,4,1,0.0,0.0,0
2791,1,0.0,0.0,0.0,19,1,0.0,1.0,0
2792,5,0.0,0.0,1.0,20,1,0.0,0.0,1
2793,8,0.0,0.0,0.0,4,1,0.0,1.0,1
2795,6,0.0,0.0,0.0,15,0,0.0,1.0,0
2796,4,1.0,0.0,0.0,1,0,0.0,0.0,0
2797,7,0.0,1.0,0.0,16,0,0.0,0.0,1
2798,2,0.0,0.0,0.0,15,0,0.0,1.0,0
2799,1,0.0,0.0,1.0,6,0,0.0,0.0,0
2800,0,0.0,0.0,0.0,11,1,1.0,0.0,0
2801,10,1.0,0.0,0.0,0,0,0.0,0.0,0
2802,9,1.0,0.0,0.0,17,1,0.0,0.0,0
2803,4,0.0,1.0,0.0,3,1,0.0,0.0,1
2804,5,0.0,1.0,0.0,8,1,0.0,0.0,0
2805,5,0.0,0.0,0.0,18,1,0.0,1.0,1
2806,1,0.0,0.0,1.0,3,0,0.0,0.0,0
2807,9,0.0,0.0,0.0,1,1,1.0,0.0,1
2808,3,0.0,0.0,1.0,3,0,0.0,0.0,0
2809,5,1.0,0.0,0.0,3,1,0.0,0.0,0
2810,2,1.0,0.0,0.0,8,1,0.0,0.0,0
2811,4,0.0,0.0,0.0,10,0,1.0,0.0,1
2812,8,0.0,0.0,0.0,4,0,0.0,1.0,0
2813,1,0.0,0.0,0.0,17,0,0.0,1.0,0
2814,5,0.0,1.0,0.0,2,1,0.0,0.0,0
2815,9,0.0,0.0,0.0,5,0,0.0,1.0,0
2816,8,0.0,0.0,1.0,18,1,0.0,0.0,0
2817,5,1.0,0.0,0.0,1,1,0.0,0.0,0
2818,5,0.0,0.0,0.0,19,1,0.0,1.0,1
2819,7,0.0,0.0,0.0,2,0,0.0,1.0,1
2820,10,0.0,1.0,0.0,4,0,0.0,0.0,0
2821,3,1.0,0.0,0.0,6,0,0.0,0.0,0
2822,5,0.0,0.0,0.0,12,0,1.0,0.0,1
2823,0,0.0,0.0,0.0,16,1,0.0,1.0,1
2824,0,0.0,0.0,0.0,11,0,1.0,0.0,0
2825,1,0.0,1.0,0.0,11,1,0.0,0.0,0
2826,5,0.0,0.0,0.0,0,0,1.0,0.0,0
2827,5,0.0,0.0,1.0,3,1,0.0,0.0,0
2828,0,0.0,0.0,0.0,9,1,1.0,0.0,0
2829,1,0.0,0.0,0.0,3,0,1.0,0.0,0
2830,2,0.0,0.0,0.0,11,1,1.0,0.0,0
2831,4,0.0,1.0,0.0,7,1,0.0,0.0,1
2832,6,1.0,0.0,0.0,7,1,0.0,0.0,0
2833,10,0.0,0.0,0.0,3,1,1.0,0.0,0
2834,4,0.0,0.0,1.0,11,1,0.0,0.0,1
2835,3,1.0,0.0,0.0,1,0,0.0,0.0,0
2836,0,0.0,0.0,1.0,11,0,0.0,0.0,0
2838,2,0.0,1.0,0.0,14,1,0.0,0.0,0
2839,6,0.0,1.0,0.0,6,0,0.0,0.0,1
2840,6,0.0,0.0,0.0,16,0,0.0,1.0,1
2841,10,0.0,0.0,0.0,5,0,1.0,0.0,0
2842,9,1.0,0.0,0.0,17,1,0.0,0.0,1
2843,2,0.0,1.0,0.0,2,1,0.0,0.0,0
2844,10,0.0,0.0,0.0,18,0,1.0,0.0,0
2845,6,0.0,0.0,1.0,11,1,0.0,0.0,0
2848,7,0.0,0.0,0.0,19,0,0.0,1.0,1
2849,8,0.0,0.0,0.0,11,0,1.0,0.0,1
2850,7,0.0,1.0,0.0,10,1,0.0,0.0,1
2851,8,0.0,0.0,0.0,3,0,1.0,0.0,0
2852,6,0.0,1.0,0.0,7,1,0.0,0.0,1
2853,1,0.0,0.0,0.0,8,0,0.0,1.0,0
2855,2,0.0,0.0,0.0,7,0,0.0,1.0,0
2857,1,0.0,0.0,1.0,6,0,0.0,0.0,0
2858,7,0.0,0.0,0.0,16,1,1.0,0.0,0
2859,2,0.0,0.0,0.0,3,0,0.0,1.0,0
2860,3,0.0,0.0,0.0,17,0,0.0,1.0,0
2861,0,0.0,0.0,0.0,0,1,0.0,1.0,0
2862,6,0.0,1.0,0.0,18,1,0.0,0.0,1
2863,5,1.0,0.0,0.0,13,0,0.0,0.0,1
2864,2,0.0,0.0,0.0,12,0,0.0,1.0,0
2865,9,0.0,0.0,1.0,9,1,0.0,0.0,1
2866,8,0.0,1.0,0.0,2,1,0.0,0.0,0
2867,6,0.0,0.0,0.0,10,1,1.0,0.0,1
2868,8,0.0,0.0,1.0,14,0,0.0,0.0,0
2869,5,0.0,0.0,0.0,4,0,1.0,0.0,0
2871,8,0.0,1.0,0.0,4,0,0.0,0.0,0
2872,9,0.0,0.0,0.0,5,1,0.0,1.0,0
2873,0,1.0,0.0,0.0,17,1,0.0,0.0,0
2874,9,0.0,0.0,0.0,6,0,0.0,1.0,0
2875,8,0.0,0.0,1.0,16,1,0.0,0.0,0
2876,0,0.0,0.0,1.0,7,0,0.0,0.0,0
2877,5,0.0,0.0,1.0,5,0,0.0,0.0,0
2878,2,1.0,0.0,0.0,2,1,0.0,0.0,0
2879,10,1.0,0.0,0.0,10,0,0.0,0.0,1
2880,1,0.0,1.0,0.0,8,0,0.0,0.0,1
2881,0,1.0,0.0,0.0,12,1,0.0,0.0,0
2882,9,0.0,0.0,0.0,19,1,0.0,1.0,0
2883,3,0.0,0.0,0.0,9,0,0.0,1.0,1
2884,7,0.0,1.0,0.0,7,1,0.0,0.0,0
2885,9,0.0,0.0,0.0,4,1,0.0,1.0,1
2886,7,0.0,0.0,0.0,0,0,0.0,1.0,0
2887,9,0.0,0.0,0.0,19,0,1.0,0.0,1
2888,7,0.0,0.0,1.0,10,1,0.0,0.0,0
2889,10,0.0,1.0,0.0,5,0,0.0,0.0,0
2890,2,1.0,0.0,0.0,10,0,0.0,0.0,0
2891,6,0.0,0.0,0.0,18,1,1.0,0.0,1
2892,5,1.0,0.0,0.0,1,1,0.0,0.0,0
2893,8,1.0,0.0,0.0,19,0,0.0,0.0,0
2894,9,0.0,0.0,0.0,15,0,1.0,0.0,1
2895,0,0.0,0.0,0.0,19,1,0.0,1.0,0
2896,8,1.0,0.0,0.0,7,0,0.0,0.0,0
2897,2,0.0,0.0,1.0,3,1,0.0,0.0,0
2898,0,0.0,0.0,0.0,7,1,0.0,1.0,1
2899,7,0.0,0.0,1.0,15,0,0.0,0.0,0
2900,3,0.0,1.0,0.0,8,1,0.0,0.0,0
2901,3,0.0,0.0,1.0,2,1,0.0,0.0,0
2902,10,0.0,0.0,0.0,8,1,1.0,0.0,0
2903,8,0.0,1.0,0.0,19,0,0.0,0.0,1
2904,0,0.0,0.0,0.0,4,1,0.0,1.0,0
2905,7,0.0,0.0,1.0,18,1,0.0,0.0,1
2906,1,0.0,0.0,0.0,7,1,1.0,0.0,0
2907,9,1.0,0.0,0.0,12,1,0.0,0.0,0
2908,5,1.0,0.0,0.0,6,1,0.0,0.0,1
2909,7,0.0,1.0,0.0,20,0,0.0,0.0,1
2910,5,0.0,0.0,0.0,11,1,1.0,0.0,0
2911,3,0.0,1.0,0.0,19,0,0.0,0.0,1
2912,7,0.0,0.0,0.0,8,0,0.0,1.0,1
2913,6,1.0,0.0,0.0,13,1,0.0,0.0,1
2914,5,1.0,0.0,0.0,3,0,0.0,0.0,0
2915,3,1.0,0.0,0.0,17,1,0.0,0.0,0
2916,4,0.0,0.0,0.0,17,1,1.0,0.0,1
2917,1,1.0,0.0,0.0,13,1,0.0,0.0,0
2918,8,0.0,0.0,1.0,4,0,0.0,0.0,0
2919,1,0.0,1.0,0.0,15,1,0.0,0.0,0
2920,4,1.0,0.0,0.0,4,0,0.0,0.0,1
2921,8,1.0,0.0,0.0,16,1,0.0,0.0,1
2922,5,0.0,0.0,0.0,9,1,1.0,0.0,1
2923,10,0.0,0.0,0.0,12,1,0.0,1.0,1
2924,5,0.0,0.0,0.0,0,0,0.0,1.0,0
2926,2,0.0,0.0,0.0,18,0,1.0,0.0,1
2928,9,0.0,0.0,0.0,15,0,1.0,0.0,0
2929,7,0.0,0.0,1.0,1,1,0.0,0.0,0
2930,9,0.0,1.0,0.0,14,0,0.0,0.0,1
2931,3,0.0,0.0,0.0,1,1,1.0,0.0,0
2932,8,0.0,0.0,1.0,13,0,0.0,0.0,0
2933,10,0.0,1.0,0.0,16,0,0.0,0.0,1
2934,5,1.0,0.0,0.0,7,0,0.0,0.0,1
2935,3,0.0,0.0,1.0,11,1,0.0,0.0,0
2936,0,0.0,0.0,1.0,14,0,0.0,0.0,0
2937,9,1.0,0.0,0.0,17,1,0.0,0.0,1
2938,1,0.0,1.0,0.0,12,0,0.0,0.0,0
2939,5,0.0,0.0,0.0,15,1,0.0,1.0,1
2940,5,0.0,0.0,0.0,5,1,0.0,1.0,0
2941,8,0.0,0.0,0.0,20,1,0.0,1.0,1
2942,0,0.0,0.0,1.0,0,1,0.0,0.0,0
2943,2,0.0,0.0,0.0,4,0,0.0,1.0,0
2944,9,0.0,0.0,0.0,13,1,0.0,1.0,0
2945,0,0.0,0.0,0.0,6,0,1.0,0.0,0
2946,7,0.0,0.0,0.0,1,1,1.0,0.0,1
2947,4,0.0,0.0,0.0,8,1,0.0,1.0,0
2948,4,0.0,0.0,0.0,15,1,0.0,1.0,0
2950,8,0.0,1.0,0.0,15,0,0.0,0.0,0
2951,9,1.0,0.0,0.0,9,1,0.0,0.0,0
2952,6,0.0,0.0,0.0,10,0,1.0,0.0,1
2953,0,0.0,1.0,0.0,13,0,0.0,0.0,1
2954,8,0.0,0.0,0.0,18,1,0.0,1.0,1
2955,6,0.0,0.0,1.0,14,0,0.0,0.0,1
2956,7,0.0,1.0,0.0,8,1,0.0,0.0,0
2957,6,0.0,0.0,1.0,1,1,0.0,0.0,0
2959,6,0.0,0.0,0.0,19,0,1.0,0.0,1
2961,4,0.0,1.0,0.0,18,0,0.0,0.0,1
2962,5,0.0,0.0,0.0,9,1,0.0,1.0,0
2963,6,0.0,1.0,0.0,19,0,0.0,0.0,0
2964,10,0.0,0.0,1.0,5,1,0.0,0.0,1
2965,4,0.0,1.0,0.0,16,0,0.0,0.0,1
2966,2,0.0,0.0,0.0,19,1,0.0,1.0,0
2967,10,0.0,0.0,0.0,4,0,0.0,1.0,1
2968,8,0.0,0.0,0.0,15,0,1.0,0.0,1
2969,9,0.0,0.0,1.0,10,1,0.0,0.0,1
2970,3,1.0,0.0,0.0,17,0,0.0,0.0,0
2971,10,0.0,0.0,0.0,0,0,0.0,1.0,1
2972,9,0.0,0.0,0.0,10,0,0.0,1.0,1
2973,8,0.0,1.0,0.0,0,1,0.0,0.0,0
2974,3,1.0,0.0,0.0,16,1,0.0,0.0,0
2975,2,0.0,0.0,0.0,18,0,0.0,1.0,0
2976,10,0.0,1.0,0.0,14,0,0.0,0.0,0
2977,3,0.0,0.0,0.0,3,1,0.0,1.0,0
2978,2,1.0,0.0,0.0,18,1,0.0,0.0,0
2979,0,0.0,0.0,1.0,1,0,0.0,0.0,0
2980,7,1.0,0.0,0.0,14,0,0.0,0.0,0
2981,8,0.0,1.0,0.0,8,0,0.0,0.0,1
2982,6,0.0,0.0,0.0,15,1,0.0,1.0,0
2983,6,0.0,0.0,0.0,0,1,1.0,0.0,0
2984,4,0.0,0.0,0.0,10,0,1.0,0.0,0
2985,10,0.0,0.0,0.0,6,0,0.0,1.0,1
2986,9,0.0,0.0,0.0,4,1,0.0,1.0,0
2987,3,1.0,0.0,0.0,0,0,0.0,0.0,0
2988,8,0.0,0.0,0.0,13,0,1.0,0.0,1
2989,5,0.0,0.0,0.0,1,1,1.0,0.0,1
2990,10,0.0,0.0,0.0,16,1,1.0,0.0,1
2991,9,0.0,1.0,0.0,10,1,0.0,0.0,1
2992,6,1.0,0.0,0.0,19,0,0.0,0.0,1
2993,1,0.0,1.0,0.0,18,1,0.0,0.0,0
2994,8,1.0,0.0,0.0,8,1,0.0,0.0,1
2995,4,0.0,0.0,1.0,6,1,0.0,0.0,1
2996,0,1.0,0.0,0.0,18,0,0.0,0.0,0
2997,7,1.0,0.0,0.0,5,1,0.0,0.0,0
2998,0,0.0,0.0,0.0,7,0,1.0,0.0,0
2999,4,0.0,0.0,0.0,20,1,0.0,1.0,0
3000,2,0.0,1.0,0.0,12,1,0.0,0.0,0
3001,7,0.0,0.0,1.0,15,1,0.0,0.0,0
3002,10,0.0,0.0,1.0,7,1,0.0,0.0,1
3003,3,0.0,0.0,0.0,0,0,1.0,0.0,0
3004,0,0.0,0.0,0.0,18,1,1.0,0.0,0
3005,6,0.0,0.0,0.0,4,0,0.0,1.0,0
3006,3,0.0,0.0,0.0,19,1,1.0,0.0,0
3007,10,0.0,0.0,1.0,3,0,0.0,0.0,0
3008,0,1.0,0.0,0.0,10,0,0.0,0.0,1
3009,2,1.0,0.0,0.0,8,1,0.0,0.0,0
3010,8,1.0,0.0,0.0,15,1,0.0,0.0,0
3011,3,0.0,0.0,0.0,11,0,0.0,1.0,1
3012,9,0.0,0.0,0.0,10,0,0.0,1.0,1
3013,6,0.0,0.0,0.0,5,1,0.0,1.0,0
3014,9,1.0,0.0,0.0,6,0,0.0,0.0,1
3015,8,1.0,0.0,0.0,12,1,0.0,0.0,1
3016,5,0.0,0.0,1.0,3,0,0.0,0.0,0
3018,2,0.0,0.0,0.0,2,0,1.0,0.0,0
3020,4,0.0,0.0,1.0,19,1,0.0,0.0,0
3022,1,0.0,0.0,0.0,11,0,0.0,1.0,1
3023,9,0.0,0.0,0.0,6,1,0.0,1.0,0
3024,3,0.0,0.0,1.0,1,0,0.0,0.0,0
3025,1,0.0,0.0,1.0,9,1,0.0,0.0,0
3026,9,1.0,0.0,0.0,10,1,0.0,0.0,0
3027,9,0.0,0.0,0.0,7,1,0.0,1.0,1
3028,4,0.0,0.0,1.0,15,1,0.0,0.0,1
3029,6,0.0,1.0,0.0,15,0,0.0,0.0,1
3030,3,0.0,0.0,0.0,17,1,1.0,0.0,0
3031,4,0.0,0.0,1.0,7,0,0.0,0.0,1
3032,9,0.0,0.0,1.0,0,0,0.0,0.0,0
3033,4,0.0,0.0,0.0,9,1,0.0,1.0,1
3034,5,0.0,0.0,1.0,8,1,0.0,0.0,1
3035,8,1.0,0.0,0.0,4,1,0.0,0.0,1
3036,7,0.0,1.0,0.0,17,0,0.0,0.0,1
3037,1,0.0,1.0,0.0,16,0,0.0,0.0,0
3038,7,1.0,0.0,0.0,15,1,0.0,0.0,1
3039,8,0.0,0.0,0.0,2,0,1.0,0.0,0
3040,2,0.0,0.0,1.0,5,1,0.0,0.0,0
3041,6,0.0,0.0,1.0,20,1,0.0,0.0,0
3042,9,0.0,1.0,0.0,3,0,0.0,0.0,1
3043,3,0.0,0.0,0.0,6,0,0.0,1.0,0
3044,0,0.0,1.0,0.0,12,0,0.0,0.0,0
3045,7,0.0,1.0,0.0,9,1,0.0,0.0,1
3046,0,0.0,0.0,0.0,20,0,1.0,0.0,0
3047,7,0.0,0.0,1.0,3,1,0.0,0.0,0
3048,5,0.0,0.0,0.0,14,0,1.0,0.0,1
3049,4,0.0,0.0,0.0,6,0,1.0,0.0,1
3050,9,0.0,0.0,0.0,3,0,1.0,0.0,0
3051,6,1.0,0.0,0.0,14,0,0.0,0.0,0
3052,1,1.0,0.0,0.0,11,0,0.0,0.0,0
3053,4,0.0,0.0,0.0,8,1,1.0,0.0,1
3055,6,0.0,0.0,0.0,16,1,0.0,1.0,1
3056,6,0.0,0.0,0.0,0,0,1.0,0.0,0
3057,5,0.0,0.0,0.0,8,1,1.0,0.0,1
3058,2,0.0,0.0,0.0,3,1,1.0,0.0,0
3059,9,0.0,0.0,1.0,20,1,0.0,0.0,0
3060,5,0.0,0.0,0.0,5,1,1.0,0.0,0
3061,8,1.0,0.0,0.0,3,1,0.0,0.0,0
3062,4,1.0,0.0,0.0,7,1,0.0,0.0,0
3063,9,0.0,0.0,0.0,1,1,1.0,0.0,0
3064,6,0.0,0.0,0.0,5,0,1.0,0.0,0
3065,1,0.0,0.0,0.0,9,0,0.0,1.0,0
3066,6,0.0,0.0,1.0,12,1,0.0,0.0,0
3067,2,0.0,0.0,0.0,12,1,1.0,0.0,0
3068,7,0.0,0.0,1.0,15,1,0.0,0.0,1
3069,6,0.0,0.0,0.0,11,0,0.0,1.0,1
3070,3,1.0,0.0,0.0,14,0,0.0,0.0,0
3071,9,0.0,1.0,0.0,6,0,0.0,0.0,1
3072,6,0.0,0.0,0.0,18,1,0.0,1.0,1
3073,8,1.0,0.0,0.0,19,0,0.0,0.0,1
3074,3,1.0,0.0,0.0,11,0,0.0,0.0,0
3075,9,0.0,1.0,0.0,13,0,0.0,0.0,1
3076,8,1.0,0.0,0.0,15,1,0.0,0.0,0
3077,4,0.0,0.0,1.0,6,0,0.0,0.0,0
3078,10,0.0,0.0,1.0,2,1,0.0,0.0,0
3079,7,1.0,0.0,0.0,17,0,0.0,0.0,1
3080,8,0.0,0.0,0.0,16,1,1.0,0.0,0
