Extracurricular Activities_Yes,Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Extracurricular Activities_No,target
0.0,90,4,9,5,1.0,71.0
0.0,88,8,2,8,1.0,80.0
0.0,59,6,0,9,1.0,49.0
1.0,55,4,8,7,0.0,39.0
1.0,76,7,7,7,0.0,67.0
0.0,42,8,5,9,1.0,38.0
1.0,66,2,5,7,0.0,47.0
0.0,54,7,3,8,1.0,41.0
1.0,97,2,1,6,0.0,75.0
1.0,73,2,3,5,0.0,53.0
0.0,84,8,1,8,1.0,81.0
1.0,61,2,6,5,0.0,37.0
0.0,79,9,8,6,1.0,77.0
0.0,62,1,1,8,1.0,36.0
1.0,98,9,8,4,0.0,95.0
1.0,43,2,7,7,0.0,18.0
1.0,90,6,0,8,0.0,80.0
0.0,93,6,4,6,1.0,81.0
0.0,96,1,9,6,1.0,73.0
0.0,62,8,6,7,1.0,57.0
0.0,86,2,7,9,1.0,64.0
1.0,99,8,9,7,0.0,97.0
0.0,48,9,7,6,1.0,42.0
1.0,63,6,1,5,0.0,48.0
0.0,60,5,2,9,1.0,46.0
1.0,80,9,9,9,0.0,79.0
1.0,85,9,9,6,0.0,83.0
1.0,94,1,6,8,0.0,70.0
1.0,92,3,3,8,0.0,73.0
1.0,55,9,5,8,0.0,56.0
0.0,95,2,7,7,1.0,71.0
1.0,94,4,7,4,0.0,76.0
0.0,64,4,6,8,1.0,49.0
1.0,65,2,1,8,0.0,43.0
0.0,88,3,1,9,1.0,67.0
1.0,84,3,2,5,0.0,63.0
1.0,48,1,3,5,0.0,18.0
0.0,54,6,0,6,1.0,43.0
0.0,78,8,4,6,1.0,72.0
1.0,72,3,6,6,0.0,57.0
1.0,40,5,9,8,0.0,25.0
0.0,44,1,4,5,1.0,15.0
1.0,95,7,6,6,0.0,88.0
1.0,48,1,4,5,0.0,24.0
0.0,83,9,9,8,1.0,81.0
1.0,45,8,7,9,0.0,40.0
1.0,67,7,6,8,0.0,60.0
0.0,84,7,0,6,1.0,73.0
1.0,65,5,0,8,0.0,52.0
0.0,67,5,4,8,1.0,53.0
0.0,79,5,1,5,1.0,65.0
1.0,54,1,8,4,0.0,30.0
1.0,45,8,1,7,0.0,39.0
0.0,66,1,8,6,1.0,43.0
0.0,77,4,9,4,1.0,59.0
1.0,43,9,1,9,0.0,38.0
0.0,50,9,3,6,1.0,44.0
1.0,60,5,2,4,0.0,44.0
0.0,69,4,5,8,1.0,53.0
0.0,57,3,3,6,1.0,37.0
0.0,74,3,8,4,1.0,52.0
1.0,42,5,8,7,0.0,30.0
0.0,66,5,8,6,1.0,51.0
0.0,92,6,2,9,1.0,82.0
0.0,69,7,2,9,1.0,63.0
1.0,60,9,3,6,0.0,58.0
0.0,77,3,8,4,1.0,58.0
1.0,60,2,5,6,0.0,38.0
0.0,99,3,8,8,1.0,80.0
0.0,77,9,7,5,1.0,70.0
1.0,79,7,6,9,0.0,72.0
1.0,54,9,4,4,0.0,48.0
0.0,57,2,8,7,1.0,36.0
0.0,91,5,3,6,1.0,73.0
0.0,68,4,3,8,1.0,51.0
1.0,87,2,7,6,0.0,63.0
0.0,77,9,3,7,1.0,74.0
1.0,99,9,6,8,0.0,98.0
0.0,60,6,3,7,1.0,45.0
1.0,56,6,0,8,0.0,45.0
1.0,80,8,9,5,0.0,74.0
1.0,90,6,8,9,0.0,81.0
0.0,57,1,3,8,1.0,30.0
0.0,96,4,2,7,1.0,77.0
1.0,94,7,2,4,0.0,86.0
1.0,76,2,8,9,0.0,58.0
1.0,99,9,7,5,0.0,99.0
0.0,77,8,9,6,1.0,69.0
0.0,51,8,6,5,1.0,47.0
0.0,50,7,6,5,1.0,42.0
1.0,87,4,3,6,0.0,73.0
0.0,91,2,2,8,1.0,71.0
0.0,88,3,3,5,1.0,68.0
0.0,59,6,5,9,1.0,47.0
1.0,48,5,3,5,0.0,31.0
0.0,40,8,3,4,1.0,31.0
0.0,97,6,1,9,1.0,86.0
0.0,60,1,5,9,1.0,32.0
0.0,62,4,1,7,1.0,41.0
1.0,48,5,4,6,0.0,33.0
1.0,93,3,5,9,0.0,75.0
1.0,58,9,4,9,0.0,57.0
1.0,84,1,3,8,0.0,59.0
0.0,94,6,8,8,1.0,87.0
0.0,85,6,2,7,1.0,72.0
1.0,91,5,1,8,0.0,78.0
1.0,58,5,8,8,0.0,46.0
1.0,62,5,7,4,0.0,47.0
0.0,66,6,8,8,1.0,58.0
0.0,66,8,9,8,1.0,63.0
0.0,78,2,2,7,1.0,56.0
1.0,75,6,0,7,0.0,62.0
1.0,51,1,0,5,0.0,23.0
1.0,94,4,2,8,0.0,73.0
0.0,66,3,3,8,1.0,46.0
0.0,85,9,1,9,1.0,80.0
1.0,73,3,7,8,0.0,59.0
1.0,72,6,2,4,0.0,60.0
0.0,67,1,3,9,1.0,41.0
0.0,70,6,5,8,1.0,61.0
1.0,71,4,9,4,0.0,51.0
1.0,89,8,5,5,0.0,82.0
0.0,59,9,1,9,1.0,55.0
1.0,79,4,5,6,0.0,64.0
1.0,74,6,3,8,0.0,61.0
0.0,70,1,4,9,1.0,44.0
1.0,97,4,6,7,0.0,81.0
0.0,70,7,6,9,1.0,64.0
1.0,77,1,5,7,0.0,53.0
1.0,84,6,5,4,0.0,72.0
1.0,80,5,5,7,0.0,65.0
1.0,48,9,3,9,0.0,44.0
0.0,91,2,2,9,1.0,70.0
1.0,48,5,0,7,0.0,34.0
1.0,54,6,2,5,0.0,41.0
0.0,52,7,2,5,1.0,43.0
1.0,61,5,8,5,0.0,48.0
0.0,55,9,2,7,1.0,46.0
0.0,71,1,7,7,1.0,47.0
0.0,41,7,7,9,1.0,37.0
1.0,65,7,2,8,0.0,56.0
0.0,53,4,9,8,1.0,40.0
1.0,98,9,9,4,0.0,96.0
0.0,77,5,5,7,1.0,63.0
1.0,73,4,7,8,0.0,58.0
0.0,47,7,7,8,1.0,36.0
1.0,60,3,9,5,0.0,39.0
0.0,95,9,8,5,1.0,90.0
1.0,85,8,8,6,0.0,79.0
0.0,82,1,7,8,1.0,58.0
1.0,95,7,6,5,0.0,89.0
0.0,67,9,9,5,1.0,64.0
0.0,85,8,2,7,1.0,78.0
1.0,83,8,6,9,0.0,79.0
0.0,87,6,3,5,1.0,72.0
1.0,45,4,1,7,0.0,26.0
1.0,59,8,7,4,0.0,52.0
0.0,70,3,1,5,1.0,49.0
0.0,72,9,0,9,1.0,66.0
0.0,83,2,4,7,1.0,59.0
1.0,46,2,9,9,0.0,28.0
1.0,47,7,8,5,0.0,39.0
0.0,48,4,4,4,1.0,31.0
1.0,41,8,1,5,0.0,33.0
0.0,56,9,9,7,1.0,57.0
0.0,91,7,3,4,1.0,83.0
0.0,84,5,7,4,1.0,69.0
1.0,76,8,6,4,0.0,71.0
1.0,81,4,4,6,0.0,62.0
0.0,83,2,3,7,1.0,58.0
1.0,56,6,4,6,0.0,46.0
0.0,92,9,6,9,1.0,93.0
0.0,77,1,4,4,1.0,48.0
1.0,74,7,7,6,0.0,68.0
0.0,99,9,6,5,1.0,97.0
0.0,86,9,6,6,1.0,82.0
0.0,78,3,8,8,1.0,57.0
0.0,45,8,7,4,1.0,37.0
1.0,43,8,5,4,0.0,35.0
1.0,90,4,6,9,0.0,72.0
0.0,76,1,7,9,1.0,51.0
1.0,74,1,4,7,0.0,50.0
0.0,97,4,9,5,1.0,82.0
0.0,96,6,1,9,1.0,84.0
0.0,48,8,6,9,1.0,46.0
0.0,45,6,9,7,1.0,34.0
1.0,52,9,2,9,0.0,55.0
1.0,98,9,9,6,0.0,95.0
0.0,61,2,7,8,1.0,40.0
1.0,67,1,5,8,0.0,42.0
0.0,69,2,3,8,1.0,45.0
1.0,91,5,1,9,0.0,80.0
0.0,75,4,6,8,1.0,60.0
0.0,41,4,0,5,1.0,21.0
0.0,97,9,6,6,1.0,95.0
1.0,75,8,9,8,0.0,72.0
1.0,47,6,9,4,0.0,35.0
0.0,84,1,6,9,1.0,58.0
1.0,81,2,9,6,0.0,59.0
1.0,89,6,2,5,0.0,77.0
1.0,48,2,3,8,0.0,23.0
1.0,40,5,3,5,0.0,26.0
1.0,52,5,3,9,0.0,39.0
1.0,89,6,8,8,0.0,79.0
1.0,54,6,5,4,0.0,39.0
1.0,71,6,9,6,0.0,61.0
1.0,73,2,8,4,0.0,47.0
1.0,82,3,3,8,0.0,63.0
1.0,53,8,9,6,0.0,51.0
1.0,93,1,8,5,0.0,68.0
0.0,86,1,9,8,1.0,66.0
0.0,53,2,2,4,1.0,29.0
1.0,87,6,2,9,0.0,78.0
1.0,68,4,7,9,0.0,56.0
0.0,86,3,0,8,1.0,68.0
0.0,58,8,3,5,1.0,50.0
1.0,66,9,7,4,0.0,62.0
1.0,48,5,5,6,0.0,31.0
1.0,76,9,1,7,0.0,73.0
1.0,76,2,7,8,0.0,57.0
1.0,82,3,0,8,0.0,60.0
0.0,67,7,0,8,1.0,56.0
1.0,91,7,6,8,0.0,88.0
0.0,96,6,9,4,1.0,84.0
1.0,63,6,2,6,0.0,48.0
1.0,67,2,7,5,0.0,41.0
0.0,75,6,8,7,1.0,65.0
0.0,91,4,7,8,1.0,74.0
1.0,57,3,0,9,0.0,38.0
0.0,64,2,0,8,1.0,40.0
1.0,74,1,5,6,0.0,49.0
0.0,43,5,0,6,1.0,30.0
0.0,53,2,7,4,1.0,29.0
1.0,78,2,5,4,0.0,57.0
1.0,65,7,4,9,0.0,58.0
0.0,47,8,5,9,1.0,40.0
1.0,63,8,3,4,0.0,60.0
0.0,55,4,0,7,1.0,41.0
0.0,59,1,6,9,1.0,34.0
1.0,54,7,9,4,0.0,46.0
0.0,46,1,8,8,1.0,24.0
1.0,97,4,3,4,0.0,79.0
1.0,56,8,3,7,0.0,52.0
0.0,61,2,8,4,1.0,36.0
1.0,61,6,3,4,0.0,52.0
0.0,93,6,9,8,1.0,84.0
0.0,51,9,3,9,1.0,50.0
1.0,57,5,7,8,0.0,47.0
1.0,95,4,3,8,0.0,81.0
0.0,85,5,8,4,1.0,70.0
1.0,86,5,7,8,0.0,77.0
0.0,54,8,4,6,1.0,49.0
0.0,76,8,8,5,1.0,70.0
0.0,55,2,7,5,1.0,28.0
0.0,44,7,9,8,1.0,36.0
0.0,41,8,3,9,1.0,34.0
1.0,91,6,3,7,0.0,80.0
0.0,67,5,0,8,1.0,51.0
0.0,96,9,3,9,1.0,95.0
0.0,80,3,7,8,1.0,60.0
0.0,93,4,4,4,1.0,78.0
0.0,66,9,5,9,1.0,65.0
0.0,70,6,3,7,1.0,57.0
1.0,80,8,4,8,0.0,75.0
1.0,75,7,9,6,0.0,69.0
0.0,82,3,8,5,1.0,63.0
0.0,40,1,2,9,1.0,11.0
1.0,89,9,9,6,0.0,91.0
0.0,68,7,3,6,1.0,58.0
0.0,40,1,0,6,1.0,15.0
0.0,47,3,4,7,1.0,24.0
0.0,96,4,3,7,1.0,80.0
0.0,55,4,5,9,1.0,36.0
0.0,97,5,5,7,1.0,83.0
1.0,67,3,9,5,0.0,49.0
0.0,61,3,5,4,1.0,41.0
0.0,61,7,6,8,1.0,52.0
0.0,80,1,2,8,1.0,52.0
0.0,51,2,5,9,1.0,31.0
0.0,58,4,9,4,1.0,38.0
0.0,64,4,0,8,1.0,45.0
0.0,89,5,7,9,1.0,79.0
0.0,98,2,6,9,1.0,78.0
1.0,44,4,8,6,0.0,24.0
1.0,98,1,2,5,0.0,72.0
1.0,73,2,7,8,0.0,52.0
0.0,78,1,1,5,1.0,50.0
1.0,98,4,8,9,0.0,83.0
1.0,49,4,0,4,0.0,32.0
1.0,86,7,9,9,0.0,84.0
1.0,96,9,6,8,0.0,95.0
0.0,46,9,9,5,1.0,43.0
1.0,99,5,0,6,0.0,82.0
1.0,76,1,5,6,0.0,54.0
0.0,86,1,0,9,1.0,59.0
1.0,91,6,3,4,0.0,78.0
0.0,99,2,6,7,1.0,79.0
1.0,91,8,1,8,0.0,87.0
1.0,54,9,2,9,0.0,53.0
1.0,81,4,3,6,0.0,65.0
0.0,63,5,5,6,1.0,48.0
1.0,65,8,8,4,0.0,61.0
1.0,65,3,3,6,0.0,41.0
0.0,85,5,5,8,1.0,75.0
1.0,65,3,6,4,0.0,44.0
1.0,97,3,3,5,0.0,79.0
1.0,49,3,5,4,0.0,29.0
1.0,56,7,2,8,0.0,44.0
1.0,92,7,4,8,0.0,85.0
0.0,87,5,6,4,1.0,72.0
1.0,52,5,5,8,0.0,36.0
1.0,66,4,6,8,0.0,51.0
1.0,48,7,5,5,0.0,38.0
1.0,46,4,1,7,0.0,28.0
1.0,87,2,6,4,0.0,59.0
0.0,49,4,7,8,1.0,30.0
0.0,95,8,6,6,1.0,88.0
0.0,93,9,3,5,1.0,87.0
1.0,48,3,3,7,0.0,27.0
0.0,61,7,4,7,1.0,51.0
0.0,62,9,8,5,1.0,59.0
0.0,46,4,4,7,1.0,23.0
0.0,87,3,1,8,1.0,71.0
1.0,48,5,4,7,0.0,33.0
1.0,66,1,2,4,0.0,38.0
0.0,68,8,7,8,1.0,67.0
0.0,56,8,9,5,1.0,49.0
0.0,59,4,9,6,1.0,44.0
0.0,46,2,1,9,1.0,22.0
0.0,82,8,3,8,1.0,79.0
0.0,79,8,4,6,1.0,74.0
0.0,46,4,3,7,1.0,26.0
0.0,67,3,4,9,1.0,49.0
0.0,59,9,3,5,1.0,53.0
1.0,83,1,2,4,0.0,53.0
1.0,78,7,0,7,0.0,69.0
0.0,79,5,3,4,1.0,65.0
0.0,46,8,8,4,1.0,37.0
1.0,64,7,6,8,0.0,56.0
0.0,80,5,2,9,1.0,64.0
1.0,98,5,7,4,0.0,83.0
0.0,52,9,5,6,1.0,50.0
0.0,78,9,0,9,1.0,77.0
1.0,79,9,9,8,0.0,79.0
0.0,61,6,4,7,1.0,49.0
1.0,88,6,7,5,0.0,77.0
0.0,56,5,2,8,1.0,40.0
1.0,61,8,6,6,0.0,53.0
0.0,47,7,6,7,1.0,42.0
0.0,88,6,8,5,1.0,76.0
1.0,84,5,8,9,0.0,75.0
1.0,63,3,2,5,0.0,45.0
1.0,99,3,3,7,0.0,73.0
1.0,93,6,5,9,0.0,84.0
0.0,99,4,4,8,1.0,84.0
1.0,81,6,5,4,0.0,71.0
0.0,41,3,7,7,1.0,23.0
1.0,41,4,1,6,0.0,24.0
0.0,66,9,5,8,1.0,64.0
0.0,53,5,8,9,1.0,38.0
1.0,87,7,4,5,0.0,74.0
1.0,92,5,7,8,0.0,78.0
0.0,92,9,3,6,1.0,88.0
0.0,95,3,7,4,1.0,76.0
1.0,71,6,7,8,0.0,59.0
1.0,67,4,8,4,0.0,46.0
1.0,94,7,4,4,0.0,84.0
1.0,67,8,4,5,0.0,61.0
1.0,85,6,1,9,0.0,76.0
0.0,64,5,8,5,1.0,49.0
1.0,43,6,3,4,0.0,30.0
0.0,65,5,2,7,1.0,47.0
1.0,75,8,1,4,0.0,70.0
1.0,89,1,2,5,0.0,69.0
1.0,42,7,3,6,0.0,35.0
1.0,40,2,8,6,0.0,20.0
1.0,56,9,5,9,0.0,55.0
0.0,46,1,9,8,1.0,19.0
1.0,87,6,4,6,0.0,74.0
0.0,44,9,8,5,1.0,42.0
0.0,58,1,7,6,1.0,34.0
0.0,78,4,5,7,1.0,59.0
0.0,85,4,2,4,1.0,67.0
1.0,73,9,6,4,0.0,70.0
1.0,74,5,9,5,0.0,61.0
1.0,88,5,5,8,0.0,76.0
1.0,55,6,7,4,0.0,44.0
1.0,79,1,5,6,0.0,50.0
0.0,89,1,9,7,1.0,68.0
1.0,86,9,3,8,0.0,87.0
1.0,78,3,9,8,0.0,60.0
1.0,80,1,6,4,0.0,55.0
1.0,77,9,7,9,0.0,73.0
0.0,89,8,1,8,1.0,87.0
1.0,89,2,5,5,0.0,66.0
0.0,64,8,2,6,1.0,56.0
0.0,65,7,7,9,1.0,59.0
1.0,95,6,3,7,0.0,83.0
0.0,53,1,3,6,1.0,26.0
1.0,53,7,1,5,0.0,41.0
1.0,53,7,5,5,0.0,45.0
1.0,64,9,5,9,0.0,63.0
0.0,75,1,0,6,1.0,50.0
0.0,43,2,7,4,1.0,15.0
0.0,86,9,2,5,1.0,79.0
0.0,54,9,0,8,1.0,49.0
0.0,57,6,0,7,1.0,42.0
0.0,53,4,0,5,1.0,32.0
0.0,97,4,4,8,1.0,84.0
0.0,40,5,4,6,1.0,26.0
0.0,81,3,0,7,1.0,62.0
0.0,59,1,4,8,1.0,33.0
1.0,49,1,6,8,0.0,28.0
0.0,49,7,4,4,1.0,36.0
1.0,98,1,8,5,0.0,73.0
1.0,73,3,8,6,0.0,53.0
1.0,67,4,7,7,0.0,48.0
1.0,79,2,3,6,0.0,54.0
1.0,40,1,6,7,0.0,12.0
1.0,72,3,0,5,0.0,46.0
0.0,43,4,7,6,1.0,24.0
1.0,46,3,1,7,0.0,26.0
1.0,48,8,7,4,0.0,42.0
0.0,55,1,3,7,1.0,28.0
0.0,44,2,7,8,1.0,20.0
0.0,73,7,0,4,1.0,61.0
0.0,99,4,4,6,1.0,80.0
0.0,62,8,8,9,1.0,62.0
0.0,82,3,6,5,1.0,59.0
0.0,89,6,2,4,1.0,74.0
0.0,64,9,3,4,1.0,59.0
0.0,96,1,9,4,1.0,68.0
1.0,90,1,6,7,0.0,66.0
0.0,52,8,5,8,1.0,43.0
1.0,63,3,3,9,0.0,44.0
1.0,50,5,2,5,0.0,34.0
0.0,91,1,1,5,1.0,62.0
0.0,90,5,9,8,1.0,77.0
0.0,56,6,8,7,1.0,44.0
0.0,76,8,2,7,1.0,69.0
1.0,52,3,6,8,0.0,35.0
1.0,66,3,0,8,0.0,50.0
0.0,59,9,7,6,1.0,50.0
1.0,72,4,0,7,0.0,54.0
0.0,81,4,1,4,1.0,59.0
1.0,71,7,0,5,0.0,60.0
1.0,47,2,3,7,0.0,25.0
0.0,95,8,1,8,1.0,94.0
0.0,68,6,0,4,1.0,53.0
1.0,79,3,0,6,0.0,59.0
0.0,58,9,1,9,1.0,53.0
1.0,45,5,5,6,0.0,29.0
0.0,83,8,1,4,1.0,73.0
0.0,99,7,1,4,1.0,87.0
0.0,78,8,7,8,1.0,72.0
0.0,87,7,4,9,1.0,82.0
0.0,60,2,7,5,1.0,38.0
0.0,96,7,1,9,1.0,89.0
1.0,61,3,6,9,0.0,45.0
0.0,81,3,8,5,1.0,57.0
1.0,49,2,7,6,0.0,27.0
0.0,49,4,8,4,1.0,31.0
0.0,68,1,3,8,1.0,45.0
0.0,55,1,9,7,1.0,30.0
1.0,40,5,6,8,0.0,28.0
0.0,69,1,8,4,1.0,43.0
0.0,65,6,3,4,1.0,52.0
0.0,92,1,6,9,1.0,68.0
0.0,85,5,5,4,1.0,73.0
0.0,92,5,9,5,1.0,78.0
1.0,60,6,5,7,0.0,49.0
1.0,56,8,7,6,0.0,52.0
1.0,85,1,1,9,0.0,62.0
1.0,79,2,2,6,0.0,59.0
1.0,60,9,7,7,0.0,60.0
1.0,92,3,3,5,0.0,71.0
1.0,80,6,3,8,0.0,68.0
1.0,79,5,1,9,0.0,68.0
0.0,84,2,9,7,1.0,63.0
1.0,88,7,0,6,0.0,77.0
0.0,58,4,6,7,1.0,43.0
1.0,99,1,3,7,0.0,77.0
1.0,46,4,5,4,0.0,28.0
0.0,56,6,7,5,1.0,47.0
1.0,40,7,6,9,0.0,34.0
0.0,76,7,6,4,1.0,64.0
1.0,96,7,5,5,0.0,88.0
0.0,45,3,3,7,1.0,21.0
0.0,65,6,3,5,1.0,53.0
1.0,41,8,8,6,0.0,34.0
1.0,98,4,4,9,0.0,83.0
1.0,71,8,8,4,0.0,67.0
1.0,96,2,8,9,0.0,75.0
0.0,87,9,3,7,1.0,88.0
0.0,93,9,1,6,1.0,87.0
0.0,44,8,1,5,1.0,32.0
0.0,76,1,8,5,1.0,50.0
0.0,70,2,8,6,1.0,50.0
0.0,51,6,2,5,1.0,38.0
0.0,74,5,4,4,1.0,57.0
1.0,69,9,4,8,0.0,64.0
1.0,87,5,1,5,0.0,71.0
1.0,45,2,1,7,0.0,19.0
1.0,54,4,9,5,0.0,38.0
1.0,54,9,0,9,0.0,52.0
1.0,55,1,1,7,0.0,27.0
1.0,59,1,6,5,0.0,32.0
1.0,52,7,0,5,0.0,45.0
0.0,83,3,0,7,1.0,61.0
1.0,81,2,8,4,0.0,57.0
1.0,85,9,1,8,0.0,83.0
0.0,73,2,2,4,1.0,50.0
1.0,68,8,3,5,0.0,61.0
0.0,48,6,9,4,1.0,37.0
1.0,50,7,1,4,0.0,39.0
0.0,50,7,1,8,1.0,39.0
1.0,64,6,8,7,0.0,54.0
1.0,61,4,5,6,0.0,46.0
1.0,81,9,6,7,0.0,78.0
0.0,97,6,4,5,1.0,83.0
1.0,85,4,4,7,0.0,64.0
1.0,48,3,3,9,0.0,26.0
1.0,59,4,7,6,0.0,41.0
0.0,98,3,6,6,1.0,76.0
0.0,60,2,9,4,1.0,35.0
0.0,49,5,1,9,1.0,39.0
0.0,61,2,1,5,1.0,39.0
1.0,68,6,5,4,0.0,54.0
1.0,48,3,0,7,0.0,28.0
0.0,44,6,6,7,1.0,30.0
1.0,79,9,7,8,0.0,81.0
0.0,50,1,9,4,1.0,24.0
1.0,40,6,7,9,0.0,32.0
1.0,92,9,2,4,0.0,87.0
0.0,81,4,6,4,1.0,66.0
0.0,40,2,0,4,1.0,13.0
1.0,97,4,2,6,0.0,76.0
0.0,93,1,5,8,1.0,68.0
1.0,78,3,8,5,0.0,57.0
1.0,99,9,4,5,0.0,98.0
1.0,85,5,4,5,0.0,69.0
1.0,44,6,8,6,0.0,34.0
0.0,88,3,8,8,1.0,68.0
1.0,61,5,5,9,0.0,47.0
1.0,65,8,4,8,0.0,60.0
1.0,92,6,9,6,0.0,83.0
0.0,45,4,1,9,1.0,25.0
1.0,71,2,7,4,0.0,50.0
0.0,87,9,7,7,1.0,87.0
0.0,50,1,6,4,1.0,22.0
0.0,49,1,7,5,1.0,22.0
0.0,86,4,2,4,1.0,62.0
0.0,78,7,2,6,1.0,72.0
0.0,94,1,1,5,1.0,66.0
0.0,73,9,0,7,1.0,71.0
1.0,70,4,2,9,0.0,53.0
1.0,51,3,2,9,0.0,32.0
0.0,90,1,6,5,1.0,65.0
0.0,83,4,9,4,1.0,65.0
0.0,55,9,8,8,1.0,50.0
1.0,77,6,0,8,0.0,66.0
0.0,42,6,7,9,1.0,29.0
1.0,41,1,0,8,0.0,13.0
1.0,91,2,2,5,0.0,66.0
0.0,44,6,3,8,1.0,32.0
1.0,50,2,7,6,0.0,26.0
0.0,97,3,0,9,1.0,75.0
0.0,64,4,1,7,1.0,46.0
0.0,74,5,4,8,1.0,62.0
1.0,74,9,5,6,0.0,69.0
0.0,61,4,4,6,1.0,43.0
1.0,76,9,2,5,0.0,74.0
0.0,61,3,9,9,1.0,43.0
0.0,94,8,6,5,1.0,86.0
0.0,50,1,0,7,1.0,24.0
0.0,71,9,1,7,1.0,67.0
0.0,74,9,8,4,1.0,71.0
1.0,70,2,3,7,0.0,48.0
0.0,84,4,7,9,1.0,64.0
0.0,92,8,8,9,1.0,88.0
0.0,47,7,6,5,1.0,39.0
1.0,59,1,0,6,0.0,35.0
0.0,81,5,4,4,1.0,67.0
0.0,73,7,5,7,1.0,65.0
0.0,57,1,9,5,1.0,32.0
1.0,90,9,7,8,0.0,89.0
0.0,43,5,8,4,1.0,30.0
1.0,59,2,8,9,0.0,37.0
1.0,97,8,3,6,0.0,91.0
1.0,48,2,5,5,0.0,26.0
1.0,55,3,2,5,0.0,32.0
0.0,65,1,0,4,1.0,34.0
0.0,77,2,5,4,1.0,51.0
1.0,64,7,0,7,0.0,56.0
1.0,80,6,5,9,0.0,73.0
0.0,98,3,0,9,1.0,80.0
1.0,84,4,2,4,0.0,69.0
1.0,80,8,0,4,0.0,73.0
1.0,77,3,1,6,0.0,55.0
1.0,92,6,5,7,0.0,82.0
1.0,58,1,6,5,0.0,32.0
0.0,53,7,0,7,1.0,41.0
1.0,60,8,9,7,0.0,55.0
0.0,54,8,4,4,1.0,43.0
0.0,42,3,5,4,1.0,20.0
0.0,76,1,3,7,1.0,50.0
0.0,92,9,5,8,1.0,90.0
0.0,55,7,3,7,1.0,49.0
0.0,53,1,0,8,1.0,24.0
1.0,48,1,1,9,0.0,25.0
1.0,46,5,9,7,0.0,33.0
1.0,53,9,1,9,0.0,48.0
1.0,45,2,4,4,0.0,21.0
1.0,60,8,3,4,0.0,58.0
1.0,54,5,6,4,0.0,40.0
0.0,91,2,3,5,1.0,67.0
1.0,47,6,6,4,0.0,35.0
1.0,73,8,7,4,0.0,68.0
0.0,79,4,6,7,1.0,66.0
0.0,40,2,1,8,1.0,16.0
0.0,71,5,0,8,1.0,57.0
0.0,97,2,4,4,1.0,73.0
1.0,88,2,6,4,0.0,64.0
0.0,90,6,0,4,1.0,77.0
1.0,44,9,7,9,0.0,46.0
0.0,69,4,2,7,1.0,50.0
0.0,61,6,6,7,1.0,50.0
0.0,59,7,2,7,1.0,51.0
0.0,55,6,3,8,1.0,43.0
0.0,46,8,7,5,1.0,40.0
1.0,46,4,1,8,0.0,30.0
1.0,89,1,5,7,0.0,63.0
1.0,89,7,9,6,0.0,82.0
0.0,41,3,8,5,1.0,20.0
1.0,86,6,9,4,0.0,73.0
0.0,53,2,8,9,1.0,32.0
0.0,70,9,4,8,1.0,67.0
1.0,89,1,2,9,0.0,69.0
1.0,80,6,5,5,0.0,67.0
0.0,53,6,8,6,1.0,44.0
0.0,44,5,5,5,1.0,29.0
1.0,50,5,3,8,0.0,38.0
1.0,44,5,6,4,0.0,25.0
1.0,68,2,9,7,0.0,46.0
0.0,50,7,2,7,1.0,42.0
0.0,44,3,8,8,1.0,24.0
0.0,88,4,0,7,1.0,70.0
0.0,93,3,7,7,1.0,78.0
1.0,71,3,4,8,0.0,51.0
0.0,75,4,9,8,1.0,61.0
1.0,54,5,8,6,0.0,38.0
1.0,58,1,1,7,0.0,34.0
0.0,61,4,0,5,1.0,42.0
1.0,73,8,9,4,0.0,68.0
0.0,56,9,9,4,1.0,53.0
1.0,51,5,8,8,0.0,39.0
1.0,64,4,4,9,0.0,45.0
1.0,95,8,3,8,0.0,89.0
0.0,56,9,3,6,1.0,53.0
0.0,49,7,7,7,1.0,39.0
0.0,96,5,0,8,1.0,81.0
0.0,57,4,7,4,1.0,40.0
1.0,90,1,1,7,0.0,64.0
0.0,57,7,9,6,1.0,53.0
1.0,84,1,5,8,0.0,56.0
1.0,71,1,1,8,0.0,44.0
1.0,53,5,4,8,0.0,41.0
1.0,55,6,6,8,0.0,46.0
1.0,89,3,8,8,0.0,65.0
1.0,97,3,1,4,0.0,76.0
1.0,57,7,6,8,0.0,50.0
0.0,55,6,7,7,1.0,45.0
0.0,46,6,7,4,1.0,33.0
1.0,51,5,6,7,0.0,37.0
0.0,73,7,3,9,1.0,63.0
0.0,49,1,3,9,1.0,24.0
0.0,44,7,9,9,1.0,37.0
0.0,60,3,8,6,1.0,39.0
1.0,58,6,8,6,0.0,46.0
0.0,84,9,4,7,1.0,78.0
0.0,83,5,6,4,1.0,69.0
0.0,74,7,6,9,1.0,71.0
1.0,45,4,8,4,0.0,28.0
0.0,53,7,6,6,1.0,45.0
0.0,43,1,7,7,1.0,20.0
1.0,84,7,6,8,0.0,81.0
1.0,90,8,3,7,0.0,85.0
1.0,57,5,1,9,0.0,42.0
1.0,68,2,2,7,0.0,46.0
1.0,74,5,6,4,0.0,60.0
1.0,91,6,8,5,0.0,82.0
0.0,77,2,1,9,1.0,55.0
0.0,55,6,6,8,1.0,44.0
1.0,59,6,3,9,0.0,47.0
0.0,63,1,6,9,1.0,41.0
1.0,74,1,4,8,0.0,48.0
